UTC,Latitude,Longitude
2025/05/06 - 15:22:57,49.3851730,1.0677690
2025/05/06 - 15:22:58,49.3851740,1.0677960
2025/05/06 - 15:22:59,49.3851770,1.0678160
2025/05/06 - 15:23:00,49.3851810,1.0678360
2025/05/06 - 15:23:01,49.3851850,1.0678560
2025/05/06 - 15:23:02,49.3851890,1.0678750
2025/05/06 - 15:23:03,49.3851920,1.0678950
2025/05/06 - 15:23:04,49.3851960,1.0679150
2025/05/06 - 15:23:05,49.3852000,1.0679350
2025/05/06 - 15:23:06,49.3852030,1.0679550
2025/05/06 - 15:23:07,49.3852070,1.0679750
2025/05/06 - 15:23:08,49.3852260,1.0680220
2025/05/06 - 15:23:09,49.3852330,1.0680380
2025/05/06 - 15:23:10,49.3852510,1.0680620
2025/05/06 - 15:23:11,49.3852610,1.0680860
2025/05/06 - 15:23:12,49.3852680,1.0681060
2025/05/06 - 15:23:13,49.3852730,1.0681020
2025/05/06 - 15:23:14,49.3852750,1.0681080
2025/05/06 - 15:23:15,49.3852780,1.0681130
2025/05/06 - 15:23:16,49.3852800,1.0681190
2025/05/06 - 15:23:17,49.3852830,1.0681240
2025/05/06 - 15:23:18,49.3852850,1.0681300
2025/05/06 - 15:23:19,49.3852880,1.0681350
2025/05/06 - 15:23:20,49.3852900,1.0681410
2025/05/06 - 15:23:21,49.3852930,1.0681460
2025/05/06 - 15:23:22,49.3852980,1.0681670
2025/05/06 - 15:23:23,49.3853080,1.0681960
2025/05/06 - 15:23:24,49.3853150,1.0682110
2025/05/06 - 15:23:25,49.3853190,1.0682260
2025/05/06 - 15:23:26,49.3853170,1.0682330
2025/05/06 - 15:23:27,49.3853150,1.0682480
2025/05/06 - 15:23:28,49.3853190,1.0682660
2025/05/06 - 15:23:29,49.3853250,1.0682820
2025/05/06 - 15:23:30,49.3853290,1.0682970
2025/05/06 - 15:23:31,49.3853380,1.0683030
2025/05/06 - 15:23:32,49.3853460,1.0683170
2025/05/06 - 15:23:33,49.3853560,1.0683330
2025/05/06 - 15:23:34,49.3853650,1.0683520
