Timestamp,UTC,Latitude,Longitude
1747152209.0295732,2025/05/13 - 16:03:28,49.385384333333334,1.0681161666666668
1747152209.2504017,2025/05/13 - 16:03:29,49.385384333333334,1.068116
1747152210.2747285,2025/05/13 - 16:03:30,49.38538483333333,1.068113
1747152211.2454658,2025/05/13 - 16:03:31,49.38538483333333,1.0681133333333332
1747152212.2701423,2025/05/13 - 16:03:32,49.38538466666667,1.0681138333333333
1747152213.2413397,2025/05/13 - 16:03:33,49.385384333333334,1.0681143333333334
1747152214.308611,2025/05/13 - 16:03:34,49.38538483333333,1.068116
1747152215.234845,2025/05/13 - 16:03:35,49.38538483333333,1.068117
1747152216.2836018,2025/05/13 - 16:03:36,49.385384333333334,1.0681188333333334
1747152217.2801037,2025/05/13 - 16:03:37,49.38538416666667,1.068119
1747152218.280437,2025/05/13 - 16:03:38,49.385384,1.0681191666666667
1747152219.279988,2025/05/13 - 16:03:39,49.385383499999996,1.0681194999999999
1747152220.2751667,2025/05/13 - 16:03:40,49.385383,1.0681196666666666
1747152221.2756321,2025/05/13 - 16:03:41,49.3853825,1.0681194999999999
1747152222.266284,2025/05/13 - 16:03:42,49.38538233333333,1.0681191666666667
1747152223.2675612,2025/05/13 - 16:03:43,49.38538233333333,1.0681176666666667
1747152224.2672062,2025/05/13 - 16:03:44,49.385382166666666,1.0681175
1747152225.2575526,2025/05/13 - 16:03:45,49.385381833333334,1.0681168333333333
1747152226.2578976,2025/05/13 - 16:03:46,49.38538166666667,1.0681166666666666
1747152227.257088,2025/05/13 - 16:03:47,49.38538116666667,1.0681166666666666
1747152228.249668,2025/05/13 - 16:03:48,49.38538066666666,1.0681161666666668
1747152229.2454817,2025/05/13 - 16:03:49,49.385380166666664,1.0681158333333334
1747152230.245625,2025/05/13 - 16:03:50,49.38537983333333,1.0681155
1747152231.236457,2025/05/13 - 16:03:51,49.38537933333333,1.0681153333333333
1747152232.2369637,2025/05/13 - 16:03:52,49.38537933333333,1.0681146666666665
1747152233.2936397,2025/05/13 - 16:03:53,49.38537933333333,1.0681143333333334
1747152234.2857618,2025/05/13 - 16:03:54,49.38537933333333,1.0681136666666666
1747152235.2856064,2025/05/13 - 16:03:55,49.385378833333334,1.068113
1747152236.2772563,2025/05/13 - 16:03:56,49.38537866666667,1.0681123333333333
1747152237.2752874,2025/05/13 - 16:03:57,49.38537866666667,1.0681121666666666
1747152238.2661812,2025/05/13 - 16:03:58,49.385378833333334,1.0681114999999999
1747152239.2603304,2025/05/13 - 16:03:59,49.38537933333333,1.0681106666666667
1747152240.2605002,2025/05/13 - 16:04:00,49.38537983333333,1.0681093333333334
1747152241.2561958,2025/05/13 - 16:04:01,49.38538,1.0681093333333334
1747152242.2479386,2025/05/13 - 16:04:02,49.38538,1.0681088333333333
1747152243.244712,2025/05/13 - 16:04:03,49.385380166666664,1.068108
1747152244.2395253,2025/05/13 - 16:04:04,49.3853805,1.0681078333333334
1747152245.2948835,2025/05/13 - 16:04:05,49.3853805,1.0681078333333334
1747152246.2855647,2025/05/13 - 16:04:06,49.38538066666666,1.0681078333333334
1747152247.2858615,2025/05/13 - 16:04:07,49.385381,1.0681078333333334
1747152248.2792058,2025/05/13 - 16:04:08,49.38538116666667,1.0681076666666667
1747152249.2706928,2025/05/13 - 16:04:09,49.38538166666667,1.0681073333333333
1747152250.264442,2025/05/13 - 16:04:10,49.385381833333334,1.0681076666666667
1747152251.2562027,2025/05/13 - 16:04:11,49.385381833333334,1.0681076666666667
1747152252.2566736,2025/05/13 - 16:04:12,49.38538233333333,1.0681073333333333
1747152253.2566662,2025/05/13 - 16:04:13,49.38538233333333,1.068107
