UTC,Latitude,Longitude
2025-03-11T16:18:44Z,49.38421167,1.06939333
2025-03-11T16:18:45Z,49.38421167,1.06939333
2025-03-11T16:18:46Z,49.38421167,1.06939333
2025-03-11T16:18:47Z,49.38423167,1.06925333
2025-03-11T16:18:48Z,49.38423667,1.06924667
2025-03-11T16:18:49Z,49.38424000,1.06925167
2025-03-11T16:18:50Z,49.38424167,1.06923667
2025-03-11T16:18:51Z,49.38424167,1.06923667
2025-03-11T16:18:52Z,49.38424167,1.06923667
2025-03-11T16:18:53Z,49.38425167,1.06920333
2025-03-11T16:18:54Z,49.38425667,1.06922000
2025-03-11T16:18:55Z,49.38426167,1.06924500
2025-03-11T16:18:56Z,49.38426167,1.06922833
2025-03-11T16:18:57Z,49.38425667,1.06922333
2025-03-11T16:18:58Z,49.38425500,1.06925000
2025-03-11T16:18:59Z,49.38425500,1.06924333
2025-03-11T16:19:00Z,49.38425500,1.06924167
2025-03-11T16:19:01Z,49.38425500,1.06924667
2025-03-11T16:19:02Z,49.38425000,1.06926167
2025-03-11T16:19:03Z,49.38424000,1.06927667
2025-03-11T16:19:04Z,49.38424000,1.06930000
2025-03-11T16:19:05Z,49.38424833,1.06932000
2025-03-11T16:19:06Z,49.38427167,1.06932500
2025-03-11T16:19:07Z,49.38429000,1.06935000
2025-03-11T16:19:08Z,49.38430333,1.06937500
2025-03-11T16:19:09Z,49.38431833,1.06938500
2025-03-11T16:19:10Z,49.38433167,1.06939333
2025-03-11T16:19:11Z,49.38434000,1.06938667
2025-03-11T16:19:12Z,49.38435000,1.06938500
2025-03-11T16:19:13Z,49.38436667,1.06937667
2025-03-11T16:19:14Z,49.38438667,1.06937833
2025-03-11T16:19:15Z,49.38441500,1.06938167
2025-03-11T16:19:16Z,49.38442333,1.06936333
2025-03-11T16:19:17Z,49.38440000,1.06931333
2025-03-11T16:19:18Z,49.38435667,1.06919000
2025-03-11T16:19:19Z,49.38434167,1.06910000
2025-03-11T16:19:20Z,49.38431333,1.06894667
2025-03-11T16:19:21Z,49.38428833,1.06884000
2025-03-11T16:19:22Z,49.38425167,1.06875833
2025-03-11T16:19:23Z,49.38424833,1.06868833
2025-03-11T16:19:24Z,49.38423833,1.06865333
2025-03-11T16:19:25Z,49.38422500,1.06863833
2025-03-11T16:19:26Z,49.38422667,1.06862000
2025-03-11T16:19:27Z,49.38421167,1.06860667
2025-03-11T16:19:28Z,49.38419667,1.06858667
2025-03-11T16:19:29Z,49.38417333,1.06856333
2025-03-11T16:19:30Z,49.38417833,1.06855167
2025-03-11T16:19:31Z,49.38416833,1.06852667
2025-03-11T16:19:32Z,49.38416833,1.06850667
2025-03-11T16:19:33Z,49.38418333,1.06848500
2025-03-11T16:19:34Z,49.38418667,1.06846667
2025-03-11T16:19:35Z,49.38420833,1.06843833
2025-03-11T16:19:36Z,49.38419833,1.06842500
2025-03-11T16:19:37Z,49.38421000,1.06841000
2025-03-11T16:19:38Z,49.38422167,1.06840667
2025-03-11T16:19:39Z,49.38421500,1.06839000
2025-03-11T16:19:40Z,49.38421500,1.06838000
2025-03-11T16:19:41Z,49.38422000,1.06837333
2025-03-11T16:19:42Z,49.38422000,1.06837500
2025-03-11T16:19:43Z,49.38423000,1.06835333
2025-03-11T16:19:44Z,49.38425333,1.06833667
2025-03-11T16:19:45Z,49.38428333,1.06832500
2025-03-11T16:19:46Z,49.38436667,1.06828333
2025-03-11T16:19:47Z,49.38443500,1.06825833
2025-03-11T16:19:48Z,49.38447500,1.06823833
2025-03-11T16:19:49Z,49.38448833,1.06822500
2025-03-11T16:19:50Z,49.38450167,1.06821167
2025-03-11T16:19:51Z,49.38451167,1.06820500
2025-03-11T16:19:52Z,49.38452000,1.06819667
2025-03-11T16:19:53Z,49.38452167,1.06819000
2025-03-11T16:19:54Z,49.38453000,1.06816167
2025-03-11T16:19:55Z,49.38454500,1.06817500
2025-03-11T16:19:56Z,49.38456000,1.06817333
2025-03-11T16:19:57Z,49.38457000,1.06817000
2025-03-11T16:19:58Z,49.38458500,1.06816000
2025-03-11T16:19:59Z,49.38459167,1.06815500
2025-03-11T16:20:00Z,49.38459833,1.06814333
2025-03-11T16:20:01Z,49.38461167,1.06813333
2025-03-11T16:20:02Z,49.38461500,1.06812667
2025-03-11T16:20:03Z,49.38462167,1.06811167
2025-03-11T16:20:04Z,49.38463667,1.06810167
2025-03-11T16:20:05Z,49.38464000,1.06809667
2025-03-11T16:20:06Z,49.38464000,1.06808333
2025-03-11T16:20:07Z,49.38464500,1.06808167
2025-03-11T16:20:08Z,49.38464833,1.06807333
2025-03-11T16:20:09Z,49.38465667,1.06806833
2025-03-11T16:20:10Z,49.38467000,1.06806167
2025-03-11T16:20:11Z,49.38467667,1.06806000
2025-03-11T16:20:12Z,49.38468333,1.06805500
2025-03-11T16:20:13Z,49.38468167,1.06804500
2025-03-11T16:20:14Z,49.38468500,1.06803500
2025-03-11T16:20:15Z,49.38469167,1.06801667
2025-03-11T16:20:16Z,49.38469333,1.06800500
2025-03-11T16:20:17Z,49.38470667,1.06798833
2025-03-11T16:20:18Z,49.38470833,1.06797833
2025-03-11T16:20:19Z,49.38471000,1.06797000
2025-03-11T16:20:20Z,49.38471167,1.06796500
2025-03-11T16:20:21Z,49.38471167,1.06796000
2025-03-11T16:20:22Z,49.38471667,1.06795500
2025-03-11T16:20:23Z,49.38471500,1.06795500
2025-03-11T16:20:24Z,49.38471500,1.06795500
2025-03-11T16:20:25Z,49.38471667,1.06795500
2025-03-11T16:20:26Z,49.38471833,1.06796167
2025-03-11T16:20:27Z,49.38471167,1.06797000
2025-03-11T16:20:28Z,49.38470667,1.06797833
2025-03-11T16:20:29Z,49.38471500,1.06797333
2025-03-11T16:20:30Z,49.38473167,1.06796167
2025-03-11T16:20:31Z,49.38474833,1.06795500
2025-03-11T16:20:32Z,49.38474833,1.06795500
2025-03-11T16:20:33Z,49.38474833,1.06795500
2025-03-11T16:20:34Z,49.38474833,1.06795500
2025-03-11T16:20:35Z,49.38474833,1.06795500
2025-03-11T16:20:36Z,49.38474833,1.06795500
2025-03-11T16:20:37Z,49.38474833,1.06795500
2025-03-11T16:20:38Z,49.38480500,1.06793000
2025-03-11T16:20:39Z,49.38480667,1.06792667
2025-03-11T16:20:40Z,49.38481500,1.06790667
2025-03-11T16:20:41Z,49.38481500,1.06790833
2025-03-11T16:20:42Z,49.38481500,1.06790833
2025-03-11T16:20:43Z,49.38481500,1.06790833
2025-03-11T16:20:44Z,49.38481500,1.06790833
2025-03-11T16:20:45Z,49.38484000,1.06790000
2025-03-11T16:20:46Z,49.38484167,1.06790667
2025-03-11T16:20:47Z,49.38485000,1.06791833
2025-03-11T16:20:48Z,49.38486000,1.06791667
2025-03-11T16:20:49Z,49.38486333,1.06792167
2025-03-11T16:20:50Z,49.38487333,1.06792833
2025-03-11T16:20:51Z,49.38488833,1.06793333
2025-03-11T16:20:52Z,49.38490333,1.06793833
2025-03-11T16:20:53Z,49.38492000,1.06794667
2025-03-11T16:20:54Z,49.38493000,1.06795167
2025-03-11T16:20:55Z,49.38493833,1.06796167
2025-03-11T16:20:56Z,49.38494667,1.06797500
2025-03-11T16:20:57Z,49.38495167,1.06797667
2025-03-11T16:20:58Z,49.38496167,1.06798667
2025-03-11T16:20:59Z,49.38496000,1.06800000
2025-03-11T16:21:00Z,49.38496833,1.06800833
2025-03-11T16:21:01Z,49.38497667,1.06802000
2025-03-11T16:21:02Z,49.38498667,1.06802667
