Timestamp,UTC,Latitude_GPS,Longitude_GPS,Latitude_Tel,Longitude_Tel,distance,Latitude_corrigée,Longitude_corrigée,time_diff,lat_diff,lon_diff,distance_diff,vitesse,acceleration,z_vitesse,z_acceleration,aberrant_vitesse,aberrant_acceleration,aberrant
1741799011.7588208,2025-03-12 17:03:31+00:00,49.38518183333333,1.0682026666666666,49.38517667,1.06821667,1.1676872106218115,49.38517925166666,1.0682096683333333,1.0,4.99999991632194e-07,-1.4999999999876223e-06,0.12228429788155916,0.12228429788155916,0.07045254420295233,1.7156821176964747,0.1685054381414626,False,False,False
1741799012.8676126,2025-03-12 17:03:32+00:00,49.385181333333335,1.0682013333333331,49.38516833,1.068195,1.517540173660689,49.38517483166667,1.0681981666666664,1.0,-4.99999991632194e-07,-1.333333333519704e-06,0.11164262534383317,0.11164262534383317,-0.010641672537725994,1.7372829095097044,0.06236492913023108,False,False,False
1741799013.9742336,2025-03-12 17:03:33+00:00,49.38517483333333,1.068192,49.38515833,1.06817667,2.1465717084654616,49.38516658166667,1.068184335,1.0,-6.50000000490536e-06,-9.333333333083615e-06,0.9908671527573455,0.9908671527573455,0.8792245274135123,0.047393879445771295,2.471030726719966,False,False,False
1741799015.0832436,2025-03-12 17:03:34+00:00,49.38516833333333,1.0681811666666667,49.38515,1.06816667,2.2946231981177565,49.38515916666667,1.0681739183333334,1.0,-6.499999997799932e-06,-1.0833333333293282e-05,1.0683090599542735,1.0683090599542735,0.077441907196928,0.20458782701839148,0.1884037350394326,False,False,False
1741799016.1929767,2025-03-12 17:03:35+00:00,49.38516083333333,1.068171166666667,49.38514,1.068155,2.597383507345288,49.38515041666666,1.0681630833333333,1.0,-7.500000002380602e-06,-9.999999999843467e-06,1.1058629949125216,1.1058629949125216,0.0375539349582481,0.28081595073906623,0.07484507240489022,False,False,False
1741799017.3025644,2025-03-12 17:03:36+00:00,49.38515016666667,1.0681593333333332,49.38512667,1.068145,2.8128302911591994,49.385138418333334,1.0681521666666667,1.0,-1.0666666661052204e-05,-1.1833333333655105e-05,1.4647596019240416,1.4647596019240416,0.35889660701152004,1.0093152409631336,0.9896883707161004,False,False,False
1741799018.411373,2025-03-12 17:03:38+00:00,49.38513566666666,1.068139,49.385115,1.06813333,2.335064686120503,49.385125333333335,1.0681361649999999,2.0,-1.4500000006023583e-05,-2.0333333333288905e-05,2.1863579508080115,1.0931789754040058,-0.18579031326001794,0.25506954069054383,0.5610025957347563,False,False,False
1741799019.5210266,2025-03-12 17:03:39+00:00,49.385129,1.0681288333333334,49.38511,1.06812833,2.1134426485160094,49.3851195,1.0681285816666666,1.0,-6.666666664045806e-06,-1.016666666653343e-05,1.0462438207465874,1.0462438207465874,-0.046935154657418376,0.15979913081066272,0.16569029416010164,False,False,False
1741799020.6290064,2025-03-12 17:03:40+00:00,49.38512733333333,1.0681248333333333,49.385105,1.06811833,2.5283332039159023,49.38511616666666,1.0681215816666665,1.0,-1.6666666695641652e-06,-4.000000000115023e-06,0.3445360476696267,0.3445360476696267,-0.7017077730769608,1.2645487305077037,2.029788635196792,False,False,False
1741799021.7361827,2025-03-12 17:03:41+00:00,49.38512683333333,1.0681226666666666,49.38509833,1.06810333,3.467042322175215,49.38511258166666,1.0681129983333333,1.0,-4.999999987376214e-07,-2.1666666667474743e-06,0.16685225220642855,0.16685225220642855,-0.17768379546319815,1.6252167233235382,0.537923826171803,False,False,False
1741799022.8408556,2025-03-12 17:03:42+00:00,49.38512566666667,1.06812,49.38509333,1.06809167,4.143066091511685,49.385109498333335,1.068105835,1.0,-1.1666666637211165e-06,-2.6666666665953187e-06,0.23307309224244033,0.23307309224244033,0.06622084003601178,1.4907996404595378,0.15645803039189551,False,False,False
1741799023.9499354,2025-03-12 17:03:43+00:00,49.3851225,1.0681145,49.385095,1.06807167,4.361717754509678,49.38510875,1.068093085,1.0,-3.1666666657770293e-06,-5.4999999998806e-06,0.5324499543792244,0.5324499543792244,0.29937686213678405,0.8831153455529683,0.8202392298101633,False,False,False
1741799025.0590549,2025-03-12 17:03:44+00:00,49.38511666666667,1.0681058333333333,49.38508833,1.06806333,4.4108372724805776,49.38510249833334,1.0680845816666666,1.0,-5.833333332816437e-06,-8.666666666767853e-06,0.9038010934494065,0.9038010934494065,0.37135113907018213,0.1293354659124705,1.0251456758871367,False,False,False
1741799026.168198,2025-03-12 17:03:45+00:00,49.385107,1.0680961666666666,49.38508333,1.06806,3.718273362642964,49.385095164999996,1.0680780833333334,1.0,-9.666666670682389e-06,-9.666666666685586e-06,1.2839172541437014,1.2839172541437014,0.3801161606942949,0.6422359222216136,1.0500991663188186,False,False,False
1741799027.2746098,2025-03-12 17:03:46+00:00,49.38509733333333,1.068087,49.38508,1.06805833,2.837145831220282,49.38508866666666,1.0680726649999999,1.0,-9.666666670682389e-06,-9.166666666615697e-06,1.2644376249312115,1.2644376249312115,-0.019479629212489913,0.6026955761222386,0.08752606127309263,False,False,False
1741799028.3802128,2025-03-12 17:03:47+00:00,49.38509,1.0680818333333333,49.38507,1.068055,2.95692920880227,49.38508,1.0680684166666667,1.0,-7.333333329029301e-06,-5.166666666722719e-06,0.8977276074275257,0.8977276074275257,-0.3667100175036858,0.14166361326657453,1.076070133768818,False,False,False
1741799029.4898348,2025-03-12 17:03:49+00:00,49.385087,1.0680771666666666,49.38505167,1.06805,4.3965942561945655,49.385069335,1.0680635833333332,2.0,-2.9999999995311555e-06,-4.66666666665283e-06,0.4755290387042431,0.23776451935212156,-0.3299815440377021,1.4812768384804402,0.9715063744869946,False,False,False
1741799030.598781,2025-03-12 17:03:50+00:00,49.385085333333336,1.0680745,49.38504167,1.06804833,5.214615892349639,49.385063501666664,1.068061415,1.0,-1.6666666624587378e-06,-2.6666666665953187e-06,0.268041510250053,0.268041510250053,0.030276990897931455,1.4198196779825265,0.054128049473486275,False,False,False
1741799031.707699,2025-03-12 17:03:51+00:00,49.38508233333333,1.0680725,49.38502833,1.06804,6.453014625359799,49.38505533166666,1.0680562500000002,1.0,-3.000000006636583e-06,-2.0000000000575113e-06,0.3638817358613357,0.3638817358613357,0.09584022561128269,1.2252802619816034,0.24078264318138579,False,False,False
1741799032.8115366,2025-03-12 17:03:52+00:00,49.38507283333333,1.0680673333333333,49.385015,1.06802833,7.027869459829306,49.38504391666667,1.0680478316666666,1.0,-9.499999997331088e-06,-5.166666666722719e-06,1.1211821799213422,1.1211821799213422,0.7573004440600064,0.3119113001731687,2.1239201800690033,False,False,False
1741799033.9210913,2025-03-12 17:03:53+00:00,49.38506016666667,1.0680615,49.38500167,1.06801667,7.274645698360107,49.385030918333335,1.068039085,1.0,-1.2666666663108117e-05,-5.833333333260526e-06,1.4710410690773599,1.4710410690773599,0.3498588891560177,1.0220655547676085,0.963958530482609,False,False,False
1741799035.0301018,2025-03-12 17:03:54+00:00,49.38504916666667,1.0680538333333334,49.38499333,1.06800167,7.273808718200457,49.38502124833333,1.0680277516666665,1.0,-1.100000000064938e-05,-7.666666666628075e-06,1.3440745191150063,1.3440745191150063,-0.12696654996235357,0.7643449752949688,0.3935348726015154,False,False,False
1741799036.1397154,2025-03-12 17:03:55+00:00,49.3850355,1.068043,49.38498667,1.06799167,6.586537054129701,49.385011085,1.068017335,1.0,-1.3666666667688787e-05,-1.0833333333293282e-05,1.7114291261637884,1.7114291261637884,0.3673546070487821,1.5100125722220938,1.0137677891194004,False,False,False
1741799037.249147,2025-03-12 17:03:56+00:00,49.38502416666667,1.0680333333333334,49.38498333,1.06798,5.968443702795402,49.38500374833333,1.0680066666666668,1.0,-1.1333333333141127e-05,-9.666666666685586e-06,1.4426951684875935,1.4426951684875935,-0.2687339576761949,0.9645281803344644,0.7971381725842203,False,False,False
1741799038.358005,2025-03-12 17:03:57+00:00,49.3850135,1.0680225,49.38497833,1.06797167,5.377751855911632,49.384995915000005,1.067997085,1.0,-1.0666666668157632e-05,-1.0833333333293282e-05,1.4233882081985614,1.4233882081985614,-0.019306960289032116,0.9253383228876018,0.08703448321269178,False,False,False
1741799039.4665885,2025-03-12 17:03:59+00:00,49.38499766666666,1.0680063333333334,49.38496833,1.06794833,5.3274174753780095,49.38498299833333,1.0679773316666665,2.0,-1.5833333335990574e-05,-1.6166666666705964e-05,2.1162964369516684,1.0581482184758342,-0.1826199948613636,0.18396304076934036,0.5519768895563971,False,False,False
1741799040.5725017,2025-03-12 17:04:00+00:00,49.38498533333333,1.0679958333333333,49.38496833,1.06794833,3.9334423276160235,49.38497683166666,1.0679720816666665,1.0,-1.233333333061637e-05,-1.0500000000135401e-05,1.5692999800380472,1.5692999800380472,0.511151761562213,1.2215144921345555,1.4231496564022654,False,False,False
1741799041.6824565,2025-03-12 17:04:01+00:00,49.384982666666666,1.0679931666666669,49.38496833,1.06794833,3.6249324548163924,49.38497549833333,1.0679707483333334,1.0,-2.666666667039408e-06,-2.666666666373274e-06,0.3541843403068398,0.3541843403068398,-1.2151156397312073,1.2449643315449737,3.491430013566324,False,True,True
1741799042.7853625,2025-03-12 17:04:02+00:00,49.3849785,1.0679906666666668,49.38496833,1.06794833,3.275397175066914,49.384973415000005,1.0679694983333334,1.0,-4.166666663252272e-06,-2.5000000001274003e-06,0.4976866646074976,0.4976866646074976,0.1435023243006578,0.9536789324740997,0.3764737771687007,False,False,False
1741799043.899923,2025-03-12 17:04:03+00:00,49.38497633333333,1.0679876666666666,49.38496833,1.06794833,2.9915745672689043,49.38497233166666,1.0679679983333332,1.0,-2.166666675407214e-06,-3.0000000001972893e-06,0.32482571858967835,0.32482571858967835,-0.17286094601781926,1.3045573582414407,0.5241934632988093,False,False,False
1741799045.0087464,2025-03-12 17:04:04+00:00,49.384964,1.067977,49.38496833,1.06794833,2.1365981130550797,49.384966164999994,1.067962665,1.0,-1.233333333061637e-05,-1.066666666660332e-05,1.5752143227554092,1.5752143227554092,1.2503886041657308,1.2335196055504143,3.5277125736125043,False,True,True
1741799046.1233883,2025-03-12 17:04:05+00:00,49.384957,1.067971,49.38496833,1.06794833,2.0729418848463967,49.384962665,1.067959665,1.0,-6.999999996537554e-06,-5.999999999950489e-06,0.8921175608660112,0.8921175608660112,-0.6830967618893979,0.15305105705496358,1.9768042034966842,False,False,False
1741799047.23039,2025-03-12 17:04:06+00:00,49.384951666666666,1.0679653333333332,49.38496833,1.06794833,2.226800433382405,49.38495999833333,1.0679568316666666,1.0,-5.333333334078816e-06,-5.666666666792608e-06,0.7218835053638508,0.7218835053638508,-0.17023405550216042,0.49859734025319863,0.5167148636833516,False,False,False
1741799048.3401203,2025-03-12 17:04:07+00:00,49.38494816666667,1.0679615,49.38496833,1.06794833,2.437870363096426,49.384958248333334,1.067954915,1.0,-3.499999998268777e-06,-3.833333333203015e-06,0.4785265460408846,0.4785265460408846,-0.2433569593229662,0.992570726109637,0.7248913815609067,False,False,False
