Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Magneto X,Magneto Y,Magneto Z
1747151818.6314363,1.002108,0.000732,0.091866,-0.07,0.12250000000000001,0.3325,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.636258,1.002596,0.001464,0.091866,-0.10500000000000001,0.24500000000000002,0.49000000000000005,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.641132,1.001986,0.000244,0.09089,-0.15750000000000003,0.35000000000000003,0.5425000000000001,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.6459837,0.999302,-0.0042699999999999995,0.09235399999999999,-0.035,0.43750000000000006,0.5950000000000001,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.6508462,1.000644,-0.0057339999999999995,0.093086,-0.08750000000000001,0.385,0.6300000000000001,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.6557195,0.997594,-0.002196,0.092598,-0.22750000000000004,0.31500000000000006,0.6300000000000001,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.6605947,0.999668,-0.00061,0.092842,-0.1925,0.3325,0.5425000000000001,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.6655233,0.999912,0.0017079999999999999,0.092232,-0.22750000000000004,0.22750000000000004,0.45500000000000007,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.670366,0.99979,0.0034159999999999998,0.091622,-0.17500000000000002,0.22750000000000004,0.42000000000000004,-0.6679333528208127,-0.5632855890090617,0.233849751534639
1747151818.6752477,1.001864,0.001098,0.092598,-0.14,0.2625,0.42000000000000004,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.680113,1.005158,-0.001464,0.09174399999999999,-0.2625,0.35000000000000003,0.49000000000000005,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.6849787,1.00223,-0.00183,0.091378,-0.21000000000000002,0.5425000000000001,0.5950000000000001,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.6898549,0.99918,-0.002562,0.093452,-0.15750000000000003,0.5075000000000001,0.665,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.694724,0.997472,0.000244,0.094306,-0.21000000000000002,0.4025,0.6300000000000001,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.699598,1.000644,-0.001952,0.094428,-0.12250000000000001,0.1925,0.525,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.7044666,1.0004,-0.00183,0.093208,-0.17500000000000002,0.2625,0.42000000000000004,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.7093382,1.001376,-0.000732,0.093818,-0.14,0.2625,0.4025,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.71421,1.001742,-0.000732,0.092598,-0.17500000000000002,0.29750000000000004,0.7000000000000001,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.7190819,1.002596,-0.000976,0.091256,-0.15750000000000003,0.3325,0.7175,-0.6796258403975446,-0.5597778427360421,0.2392575270388775
1747151818.7239673,1.000278,0.000366,0.092842,-0.035,0.29750000000000004,0.6300000000000001,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.728832,0.9989359999999999,-0.0030499999999999998,0.093086,-0.0175,0.21000000000000002,0.5950000000000001,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.7337017,0.998204,-0.0034159999999999998,0.095526,-0.07,0.24500000000000002,0.43750000000000006,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.7385676,0.998448,-0.001586,0.09272,-0.035,0.10500000000000001,0.4025,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.743447,1.003328,0.0,0.090524,-0.052500000000000005,0.0175,0.5425000000000001,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.7483191,1.00345,0.000976,0.09028,-0.10500000000000001,0.22750000000000004,0.6475000000000001,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.7532048,1.00284,-0.00061,0.092232,-0.15750000000000003,0.43750000000000006,0.665,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.7580717,0.998204,-0.004026,0.094306,-0.21000000000000002,0.525,0.6825000000000001,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.7629359,0.996618,-0.005978,0.09528199999999999,-0.1925,0.36750000000000005,0.6300000000000001,-0.6758257819351067,-0.5615317158725519,0.24086524408067816
1747151818.7678134,0.999668,-0.002196,0.093574,-0.14,0.24500000000000002,0.47250000000000003,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.7726808,1.003694,-0.001098,0.092232,-0.1925,0.10500000000000001,0.36750000000000005,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.777556,1.003572,0.000366,0.09089,-0.15750000000000003,0.22750000000000004,0.4025,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.7824352,1.001986,0.0013419999999999999,0.09113399999999999,-0.1925,0.4025,0.5775,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.7873063,0.999912,0.000244,0.092598,-0.15750000000000003,0.3325,0.5950000000000001,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.792175,0.998692,-0.002074,0.093818,-0.07,0.3325,0.6475000000000001,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.7970479,1.000034,-0.004026,0.09394,-0.052500000000000005,0.24500000000000002,0.56,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.8019216,0.999302,-0.004758,0.09211,-0.07,0.15750000000000003,0.45500000000000007,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.8068187,1.001254,-0.000732,0.090768,-0.07,0.22750000000000004,0.5425000000000001,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.8116913,1.001864,0.001464,0.092476,-0.10500000000000001,0.1925,0.43750000000000006,-0.6726103478515054,-0.5597778427360421,0.23838059047062263
1747151818.816553,1.001864,-0.00061,0.089548,-0.17500000000000002,0.29750000000000004,0.525,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8214319,1.000766,-0.000244,0.092598,-0.1925,0.29750000000000004,0.5950000000000001,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8263347,1.0004,-0.004148,0.093452,-0.22750000000000004,0.6825000000000001,0.8225000000000001,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8319485,0.999424,-0.003538,0.093208,-0.07,0.28,0.525,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8360581,0.999668,-0.001586,0.093208,-0.15750000000000003,0.2625,0.4025,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8409383,1.001254,-0.000366,0.0915,-0.0175,0.15750000000000003,0.4025,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8458273,1.002962,0.0017079999999999999,0.09174399999999999,-0.15750000000000003,0.36750000000000005,0.5425000000000001,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8507004,1.004182,-0.030744,0.092476,-0.10500000000000001,0.35000000000000003,0.56,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8555737,1.000888,-0.0023179999999999997,0.093452,-0.12250000000000001,0.36750000000000005,0.6300000000000001,-0.6714410990938322,-0.5627009646302251,0.23677287342882197
1747151818.8604398,0.999302,-0.003904,0.091866,-0.15750000000000003,0.4025,0.6300000000000001,-0.6714410990938322,-0.5252850043846828,0.23940368313358668
1747151818.865318,0.998204,-0.000732,0.09528199999999999,-0.07,0.31500000000000006,0.525,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.8701901,1.000522,-0.00122,0.094794,-0.07,0.22750000000000004,0.525,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.875067,1.000156,-0.0013419999999999999,0.09174399999999999,0.0,0.15750000000000003,0.4025,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.8799384,1.001254,-0.0026839999999999998,0.092232,-0.12250000000000001,0.21000000000000002,0.47250000000000003,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.885539,1.002352,-0.000122,0.091256,-0.08750000000000001,0.28,0.56,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.8896766,0.99918,-0.002928,0.091256,-0.12250000000000001,0.35000000000000003,0.6300000000000001,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.8945448,1.00101,-0.001952,0.093818,-0.12250000000000001,0.385,0.6825000000000001,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.899415,0.99857,-0.003294,0.092476,-0.14,0.31500000000000006,0.6125,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.9042883,0.999424,-0.004026,0.092476,-0.12250000000000001,0.22750000000000004,0.5075000000000001,-0.6781642794504531,-0.5603624671148787,0.23940368313358668
1747151818.9091852,1.001376,-0.0026839999999999998,0.093696,-0.12250000000000001,0.1925,0.43750000000000006,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.9140549,1.002718,-0.00183,0.091378,-0.12250000000000001,0.21000000000000002,0.43750000000000006,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.9189346,1.002352,-0.000244,0.0915,-0.035,0.1925,0.5075000000000001,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.923808,1.00162,-0.002562,0.0915,-0.10500000000000001,0.2625,0.6125,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.9286826,0.999912,-0.002928,0.0915,-0.07,0.31500000000000006,0.6475000000000001,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.9335613,0.99918,-0.003538,0.092964,-0.052500000000000005,0.36750000000000005,0.6125,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.9391558,0.998448,-0.001586,0.092232,-0.052500000000000005,0.24500000000000002,0.5075000000000001,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.9433076,0.998814,-0.002928,0.0915,-0.052500000000000005,0.24500000000000002,0.47250000000000003,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.948171,1.002718,-0.002806,0.09089,-0.1925,0.29750000000000004,0.47250000000000003,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.95304,1.003816,0.00061,0.089792,-0.21000000000000002,0.385,0.5075000000000001,-0.6635486699795381,-0.5609470914937152,0.24291142940660626
1747151818.9579065,1.00101,-0.000976,0.09174399999999999,-0.2625,0.36750000000000005,0.56,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.962794,0.999912,-0.0037819999999999998,0.090158,-0.17500000000000002,0.45500000000000007,0.6825000000000001,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.9676702,0.9989359999999999,-0.00366,0.091378,-0.035,0.35000000000000003,0.5950000000000001,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.972574,0.999058,-0.0023179999999999997,0.092842,-0.08750000000000001,0.17500000000000002,0.5075000000000001,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.9774148,1.000644,0.00061,0.092842,-0.035,0.14,0.45500000000000007,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.9822857,1.003694,0.001464,0.091378,0.0175,0.15750000000000003,0.45500000000000007,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.9872265,1.000766,-0.0008539999999999999,0.09089,-0.15750000000000003,0.29750000000000004,0.47250000000000003,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.9920385,1.001864,-0.0017079999999999999,0.092476,-0.10500000000000001,0.42000000000000004,0.6300000000000001,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151818.9968963,1.000278,-0.00122,0.09089,-0.15750000000000003,0.43750000000000006,0.6475000000000001,-0.6708564747149957,-0.5521777258111663,0.23706518561824028
1747151819.0017729,0.998204,-0.002806,0.092476,-0.21000000000000002,0.35000000000000003,0.56,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0066447,1.000278,-0.001586,0.09394,-0.1925,0.24500000000000002,0.5075000000000001,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0115333,0.9995459999999999,-0.001952,0.093452,-0.1925,0.29750000000000004,0.49000000000000005,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0163956,1.0004,-0.000732,0.0915,-0.14,0.22750000000000004,0.49000000000000005,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0212674,1.000766,-0.000976,0.09174399999999999,-0.12250000000000001,0.24500000000000002,0.525,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.026139,1.001498,-0.000732,0.091378,-0.12250000000000001,0.31500000000000006,0.5775,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0310092,1.000522,-0.00122,0.091378,-0.12250000000000001,0.3325,0.6300000000000001,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0358913,0.998448,-0.002562,0.091012,-0.052500000000000005,0.29750000000000004,0.5950000000000001,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0432925,1.000034,-0.002928,0.09394,-0.0175,0.22750000000000004,0.5775,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0462613,1.000034,-0.002928,0.09394,-0.0175,0.22750000000000004,0.47250000000000003,-0.6734872844197604,-0.5629932768196434,0.24057293189125986
1747151819.0511308,1.001376,-0.00122,0.093574,0.0175,0.17500000000000002,0.43750000000000006,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0560095,1.001376,-0.001464,0.090768,-0.0175,0.21000000000000002,0.6125,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0608785,1.001986,-0.0013419999999999999,0.092598,-0.035,0.29750000000000004,0.6475000000000001,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0657496,1.000156,-0.00061,0.09235399999999999,-0.052500000000000005,0.35000000000000003,0.5950000000000001,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0706255,0.9989359999999999,-0.0034159999999999998,0.093208,-0.10500000000000001,0.31500000000000006,0.56,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0755007,0.99918,-0.003172,0.09211,-0.14,0.28,0.525,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0803704,1.001254,-0.0017079999999999999,0.091866,-0.17500000000000002,0.24500000000000002,0.49000000000000005,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0852444,1.000888,-0.0023179999999999997,0.088938,-0.21000000000000002,0.2625,0.5075000000000001,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0901172,1.001864,0.0008539999999999999,0.09028,-0.21000000000000002,0.385,0.6125,-0.6729026600409237,-0.5539315989476761,0.24247296112247882
1747151819.0963242,1.0004,-0.0008539999999999999,0.09272,-0.22750000000000004,0.43750000000000006,0.5950000000000001,-0.6729026600409237,-0.5551008477053493,0.24700380005846242
