UTC,Latitude,Longitude
2025/03/25 - 15:40:26,49.38570938,1.06860112
2025/03/25 - 15:40:27,49.38570976,1.06859174
2025/03/25 - 15:40:28,49.38571152,1.06857933
2025/03/25 - 15:40:29,49.38571575,1.06856600
2025/03/25 - 15:40:30,49.38571856,1.06854958
2025/03/25 - 15:40:31,49.38572044,1.06853466
2025/03/25 - 15:40:32,49.38572237,1.06852485
2025/03/25 - 15:40:33,49.38572468,1.06851320
2025/03/25 - 15:40:34,49.38572501,1.06850205
2025/03/25 - 15:40:35,49.38573067,1.06849140
2025/03/25 - 15:40:36,49.38573788,1.06848101
2025/03/25 - 15:40:37,49.38573947,1.06846165
2025/03/25 - 15:40:38,49.38574215,1.06844287
2025/03/25 - 15:40:39,49.38574098,1.06842921
2025/03/25 - 15:40:40,49.38574622,1.06841999
2025/03/25 - 15:40:41,49.38574961,1.06840826
2025/03/25 - 15:40:42,49.38575225,1.06839719
2025/03/25 - 15:40:43,49.38575565,1.06838370
2025/03/25 - 15:40:44,49.38575913,1.06837213
2025/03/25 - 15:40:45,49.38576198,1.06835855
2025/03/25 - 15:40:46,49.38576499,1.06834707
2025/03/25 - 15:40:47,49.38576738,1.06833760
2025/03/25 - 15:40:48,49.38577103,1.06832628
2025/03/25 - 15:40:49,49.38577560,1.06831480
2025/03/25 - 15:40:50,49.38577912,1.06829896
2025/03/25 - 15:40:51,49.38578255,1.06828278
2025/03/25 - 15:40:52,49.38578700,1.06827205
2025/03/25 - 15:40:53,49.38578960,1.06825571
2025/03/25 - 15:40:54,49.38579693,1.06824481
2025/03/25 - 15:40:55,49.38579936,1.06823249
2025/03/25 - 15:40:56,49.38580141,1.06822193
2025/03/25 - 15:40:57,49.38580531,1.06820835
2025/03/25 - 15:40:58,49.38580682,1.06819670
2025/03/25 - 15:40:59,49.38580766,1.06818362
2025/03/25 - 15:41:00,49.38580678,1.06817281
2025/03/25 - 15:41:01,49.38580468,1.06815881
2025/03/25 - 15:41:02,49.38580079,1.06814523
2025/03/25 - 15:41:03,49.38579794,1.06813090
2025/03/25 - 15:41:04,49.38579433,1.06812176
2025/03/25 - 15:41:05,49.38579064,1.06810810
2025/03/25 - 15:41:06,49.38578922,1.06809653
2025/03/25 - 15:41:07,49.38578763,1.06807952
2025/03/25 - 15:41:08,49.38578289,1.06806544
2025/03/25 - 15:41:09,49.38577828,1.06804993
2025/03/25 - 15:41:10,49.38577258,1.06803920
2025/03/25 - 15:41:11,49.38576910,1.06802621
2025/03/25 - 15:41:12,49.38576097,1.06801297
2025/03/25 - 15:41:13,49.38575418,1.06800425
2025/03/25 - 15:41:14,49.38574710,1.06799235
2025/03/25 - 15:41:15,49.38574224,1.06798472
2025/03/25 - 15:41:16,49.38573595,1.06797483
2025/03/25 - 15:41:17,49.38573046,1.06796594
2025/03/25 - 15:41:18,49.38572497,1.06795681
2025/03/25 - 15:41:19,49.38571663,1.06794943
2025/03/25 - 15:41:20,49.38570926,1.06794189
2025/03/25 - 15:41:21,49.38570238,1.06793166
2025/03/25 - 15:41:22,49.38569781,1.06792185
2025/03/25 - 15:41:23,49.38569341,1.06791515
2025/03/25 - 15:41:24,49.38568692,1.06790895
2025/03/25 - 15:41:25,49.38567962,1.06789604
2025/03/25 - 15:41:26,49.38567091,1.06788506
2025/03/25 - 15:41:27,49.38566244,1.06787601
2025/03/25 - 15:41:28,49.38565519,1.06786637
2025/03/25 - 15:41:29,49.38564765,1.06785991
2025/03/25 - 15:41:30,49.38563855,1.06785304
2025/03/25 - 15:41:31,49.38562870,1.06784642
2025/03/25 - 15:41:32,49.38562011,1.06784449
2025/03/25 - 15:41:33,49.38561538,1.06783669
2025/03/25 - 15:41:34,49.38561123,1.06782622
2025/03/25 - 15:41:35,49.38560741,1.06781641
2025/03/25 - 15:41:36,49.38560205,1.06780107
2025/03/25 - 15:41:37,49.38559505,1.06778900
2025/03/25 - 15:41:38,49.38559078,1.06778397
2025/03/25 - 15:41:39,49.38558470,1.06777727
2025/03/25 - 15:41:40,49.38557561,1.06777308
2025/03/25 - 15:41:41,49.38556932,1.06776335
2025/03/25 - 15:41:42,49.38556312,1.06775673
2025/03/25 - 15:41:43,49.38555591,1.06774827
2025/03/25 - 15:41:44,49.38554560,1.06774257
2025/03/25 - 15:41:45,49.38553717,1.06773611
2025/03/25 - 15:41:46,49.38553143,1.06772790
2025/03/25 - 15:41:47,49.38552272,1.06772396
2025/03/25 - 15:41:48,49.38551002,1.06771993
2025/03/25 - 15:41:49,49.38550084,1.06771532
2025/03/25 - 15:41:50,49.38549250,1.06771004
2025/03/25 - 15:41:51,49.38548106,1.06770870
2025/03/25 - 15:41:52,49.38546869,1.06770250
2025/03/25 - 15:41:53,49.38545897,1.06770124
2025/03/25 - 15:41:54,49.38544900,1.06769588
2025/03/25 - 15:41:55,49.38543873,1.06769278
2025/03/25 - 15:41:56,49.38542875,1.06768741
2025/03/25 - 15:41:57,49.38541920,1.06768515
2025/03/25 - 15:41:58,49.38541057,1.06768054
2025/03/25 - 15:41:59,49.38540386,1.06767962
2025/03/25 - 15:42:00,49.38539590,1.06767786
2025/03/25 - 15:42:01,49.38538492,1.06767417
2025/03/25 - 15:42:02,49.38537327,1.06766939
2025/03/25 - 15:42:03,49.38536258,1.06766880
2025/03/25 - 15:42:04,49.38535240,1.06766864
2025/03/25 - 15:42:05,49.38533798,1.06766487
2025/03/25 - 15:42:06,49.38532616,1.06766386
2025/03/25 - 15:42:07,49.38531673,1.06766009
2025/03/25 - 15:42:08,49.38530655,1.06765707
2025/03/25 - 15:42:09,49.38529737,1.06765330
2025/03/25 - 15:42:10,49.38528727,1.06765548
2025/03/25 - 15:42:11,49.38527746,1.06765782
2025/03/25 - 15:42:12,49.38526837,1.06765808
2025/03/25 - 15:42:13,49.38525994,1.06765539
2025/03/25 - 15:42:14,49.38525198,1.06765254
2025/03/25 - 15:42:15,49.38524402,1.06765028
2025/03/25 - 15:42:16,49.38523610,1.06764726
2025/03/25 - 15:42:17,49.38523153,1.06764047
2025/03/25 - 15:42:18,49.38522151,1.06763930
2025/03/25 - 15:42:19,49.38521292,1.06764324
2025/03/25 - 15:42:20,49.38520730,1.06764324
2025/03/25 - 15:42:21,49.38519779,1.06764475
2025/03/25 - 15:42:22,49.38518836,1.06764684
2025/03/25 - 15:42:23,49.38518061,1.06764986
2025/03/25 - 15:42:24,49.38517327,1.06764902
2025/03/25 - 15:42:25,49.38516292,1.06764844
2025/03/25 - 15:42:26,49.38515031,1.06765321
2025/03/25 - 15:42:27,49.38513987,1.06765171
2025/03/25 - 15:42:28,49.38513400,1.06765338
2025/03/25 - 15:42:29,49.38512667,1.06765514
2025/03/25 - 15:42:30,49.38512034,1.06766285
2025/03/25 - 15:42:31,49.38511083,1.06766336
2025/03/25 - 15:42:32,49.38510245,1.06766780
2025/03/25 - 15:42:33,49.38509381,1.06767266
2025/03/25 - 15:42:34,49.38508376,1.06767660
2025/03/25 - 15:42:35,49.38507491,1.06768255
2025/03/25 - 15:42:36,49.38506368,1.06768875
2025/03/25 - 15:42:37,49.38505115,1.06769898
2025/03/25 - 15:42:38,49.38504214,1.06771113
2025/03/25 - 15:42:39,49.38503284,1.06771926
2025/03/25 - 15:42:40,49.38502399,1.06773066
2025/03/25 - 15:42:41,49.38501704,1.06773980
2025/03/25 - 15:42:42,49.38501050,1.06774642
2025/03/25 - 15:42:43,49.38500216,1.06775380
2025/03/25 - 15:42:44,49.38499311,1.06776025
2025/03/25 - 15:42:45,49.38498485,1.06776847
2025/03/25 - 15:42:46,49.38497596,1.06777400
2025/03/25 - 15:42:47,49.38496825,1.06778380
2025/03/25 - 15:42:48,49.38496000,1.06778707
2025/03/25 - 15:42:49,49.38495426,1.06779881
2025/03/25 - 15:42:50,49.38495015,1.06781004
2025/03/25 - 15:42:51,49.38494839,1.06782245
2025/03/25 - 15:42:52,49.38494717,1.06783820
2025/03/25 - 15:42:53,49.38495141,1.06785069
2025/03/25 - 15:42:54,49.38495727,1.06786075
2025/03/25 - 15:42:55,49.38496260,1.06787215
2025/03/25 - 15:42:56,49.38496947,1.06788338
2025/03/25 - 15:42:57,49.38497781,1.06789470
2025/03/25 - 15:42:58,49.38498460,1.06790568
2025/03/25 - 15:42:59,49.38499202,1.06791733
2025/03/25 - 15:43:00,49.38499914,1.06792579
2025/03/25 - 15:43:01,49.38500383,1.06793568
2025/03/25 - 15:43:02,49.38501251,1.06794851
2025/03/25 - 15:43:03,49.38501951,1.06795865
2025/03/25 - 15:43:04,49.38502676,1.06797114
2025/03/25 - 15:43:05,49.38503711,1.06798564
2025/03/25 - 15:43:06,49.38504294,1.06799712
2025/03/25 - 15:43:07,49.38505304,1.06800542
2025/03/25 - 15:43:08,49.38506071,1.06801699
2025/03/25 - 15:43:09,49.38506842,1.06802722
2025/03/25 - 15:43:10,49.38507831,1.06803560
2025/03/25 - 15:43:11,49.38508459,1.06804465
2025/03/25 - 15:43:12,49.38509029,1.06805387
2025/03/25 - 15:43:13,49.38509780,1.06806133
2025/03/25 - 15:43:14,49.38510614,1.06807013
2025/03/25 - 15:43:15,49.38511422,1.06808321
2025/03/25 - 15:43:16,49.38512034,1.06809494
2025/03/25 - 15:43:17,49.38512868,1.06810500
2025/03/25 - 15:43:18,49.38513396,1.06811539
2025/03/25 - 15:43:19,49.38513962,1.06812788
2025/03/25 - 15:43:20,49.38514633,1.06813660
2025/03/25 - 15:43:21,49.38515366,1.06814624
2025/03/25 - 15:43:22,49.38515957,1.06815747
2025/03/25 - 15:43:23,49.38516711,1.06817021
2025/03/25 - 15:43:24,49.38517457,1.06817868
2025/03/25 - 15:43:25,49.38518228,1.06818580
2025/03/25 - 15:43:26,49.38519025,1.06819536
2025/03/25 - 15:43:27,49.38519557,1.06820927
2025/03/25 - 15:43:28,49.38520349,1.06822008
2025/03/25 - 15:43:29,49.38521112,1.06823098
2025/03/25 - 15:43:30,49.38522038,1.06823944
2025/03/25 - 15:43:31,49.38522751,1.06825034
2025/03/25 - 15:43:32,49.38523429,1.06826291
2025/03/25 - 15:43:33,49.38524096,1.06827448
2025/03/25 - 15:43:34,49.38524988,1.06828764
2025/03/25 - 15:43:35,49.38525969,1.06829812
2025/03/25 - 15:43:36,49.38526967,1.06830969
2025/03/25 - 15:43:37,49.38527700,1.06832234
2025/03/25 - 15:43:38,49.38528299,1.06833475
2025/03/25 - 15:43:39,49.38528982,1.06834430
2025/03/25 - 15:43:40,49.38529791,1.06835428
2025/03/25 - 15:43:41,49.38530642,1.06836534
2025/03/25 - 15:43:42,49.38531552,1.06837414
2025/03/25 - 15:43:43,49.38532293,1.06838428
2025/03/25 - 15:43:44,49.38533081,1.06839593
2025/03/25 - 15:43:45,49.38533819,1.06840650
2025/03/25 - 15:43:46,49.38534544,1.06841790
2025/03/25 - 15:43:47,49.38535009,1.06843080
2025/03/25 - 15:43:48,49.38535755,1.06844480
2025/03/25 - 15:43:49,49.38536556,1.06845553
2025/03/25 - 15:43:50,49.38537193,1.06846576
2025/03/25 - 15:43:51,49.38537763,1.06847590
2025/03/25 - 15:43:52,49.38538429,1.06848713
2025/03/25 - 15:43:53,49.38539003,1.06849920
2025/03/25 - 15:43:54,49.38539728,1.06850842
2025/03/25 - 15:43:55,49.38540604,1.06851848
2025/03/25 - 15:43:56,49.38541543,1.06853122
2025/03/25 - 15:43:57,49.38542184,1.06854304
2025/03/25 - 15:43:58,49.38543043,1.06855704
2025/03/25 - 15:43:59,49.38543806,1.06856760
2025/03/25 - 15:44:00,49.38544569,1.06857757
2025/03/25 - 15:44:01,49.38545327,1.06858570
2025/03/25 - 15:44:02,49.38546086,1.06859744
2025/03/25 - 15:44:03,49.38546953,1.06860909
2025/03/25 - 15:44:04,49.38547431,1.06861738
2025/03/25 - 15:44:05,49.38548202,1.06862837
2025/03/25 - 15:44:06,49.38548973,1.06864027
2025/03/25 - 15:44:07,49.38549732,1.06865116
2025/03/25 - 15:44:08,49.38550319,1.06866349
2025/03/25 - 15:44:09,49.38551144,1.06867430
2025/03/25 - 15:44:10,49.38551815,1.06868276
2025/03/25 - 15:44:11,49.38552251,1.06869374
2025/03/25 - 15:44:12,49.38552649,1.06870615
2025/03/25 - 15:44:13,49.38553315,1.06871788
2025/03/25 - 15:44:14,49.38554095,1.06872912
2025/03/25 - 15:44:15,49.38554920,1.06873884
2025/03/25 - 15:44:16,49.38555989,1.06875032
2025/03/25 - 15:44:17,49.38557141,1.06875493
2025/03/25 - 15:44:18,49.38558210,1.06876256
2025/03/25 - 15:44:19,49.38559258,1.06876474
2025/03/25 - 15:44:20,49.38560503,1.06876390
2025/03/25 - 15:44:21,49.38561374,1.06875560
2025/03/25 - 15:44:22,49.38562208,1.06874538
2025/03/25 - 15:44:23,49.38563147,1.06873180
2025/03/25 - 15:44:24,49.38563772,1.06871864
2025/03/25 - 15:44:25,49.38564442,1.06870716
2025/03/25 - 15:44:26,49.38565305,1.06869056
2025/03/25 - 15:44:27,49.38565720,1.06867824
2025/03/25 - 15:44:28,49.38566240,1.06866298
2025/03/25 - 15:44:29,49.38566764,1.06864982
2025/03/25 - 15:44:30,49.38567212,1.06863348
2025/03/25 - 15:44:31,49.38567556,1.06862082
2025/03/25 - 15:44:32,49.38567967,1.06860708
2025/03/25 - 15:44:33,49.38568432,1.06859450
2025/03/25 - 15:44:34,49.38568897,1.06858252
2025/03/25 - 15:44:35,49.38569488,1.06856877
2025/03/25 - 15:44:36,49.38569823,1.06855745
2025/03/25 - 15:44:37,49.38570188,1.06854354
2025/03/25 - 15:44:38,49.38570745,1.06852812
2025/03/25 - 15:44:39,49.38571282,1.06851378
2025/03/25 - 15:44:40,49.38571990,1.06849979
2025/03/25 - 15:44:41,49.38572531,1.06848763
2025/03/25 - 15:44:42,49.38573088,1.06847548
2025/03/25 - 15:44:43,49.38573595,1.06846265
2025/03/25 - 15:44:44,49.38573859,1.06845595
2025/03/25 - 15:44:45,49.38574391,1.06844329
2025/03/25 - 15:44:46,49.38574966,1.06842904
2025/03/25 - 15:44:47,49.38575502,1.06841412
2025/03/25 - 15:44:48,49.38575858,1.06839887
2025/03/25 - 15:44:49,49.38576210,1.06838152
2025/03/25 - 15:44:50,49.38576617,1.06836584
2025/03/25 - 15:44:51,49.38577174,1.06834975
2025/03/25 - 15:44:52,49.38577631,1.06833466
2025/03/25 - 15:44:53,49.38578126,1.06831966
2025/03/25 - 15:44:54,49.38578561,1.06830273
2025/03/25 - 15:44:55,49.38578855,1.06828655
2025/03/25 - 15:44:56,49.38579345,1.06827071
2025/03/25 - 15:44:57,49.38579672,1.06825470
2025/03/25 - 15:44:58,49.38580074,1.06823768
2025/03/25 - 15:44:59,49.38580355,1.06822142
2025/03/25 - 15:45:00,49.38580586,1.06820592
2025/03/25 - 15:45:01,49.38580619,1.06819142
2025/03/25 - 15:45:02,49.38580632,1.06817775
2025/03/25 - 15:45:03,49.38580514,1.06816367
2025/03/25 - 15:45:04,49.38580250,1.06815076
2025/03/25 - 15:45:05,49.38580007,1.06813618
2025/03/25 - 15:45:06,49.38579362,1.06812218
2025/03/25 - 15:45:07,49.38579069,1.06810592
2025/03/25 - 15:45:08,49.38578520,1.06809335
2025/03/25 - 15:45:09,49.38578046,1.06807851
2025/03/25 - 15:45:10,49.38577551,1.06806661
2025/03/25 - 15:45:11,49.38577007,1.06805496
2025/03/25 - 15:45:12,49.38576395,1.06804130
2025/03/25 - 15:45:13,49.38575921,1.06802814
2025/03/25 - 15:45:14,49.38575435,1.06801607
2025/03/25 - 15:45:15,49.38574857,1.06800266
2025/03/25 - 15:45:16,49.38574316,1.06799142
2025/03/25 - 15:45:17,49.38573763,1.06797919
2025/03/25 - 15:45:18,49.38572933,1.06796511
2025/03/25 - 15:45:19,49.38572267,1.06795236
2025/03/25 - 15:45:20,49.38571546,1.06793912
2025/03/25 - 15:45:21,49.38571014,1.06792487
2025/03/25 - 15:45:22,49.38570276,1.06791087
2025/03/25 - 15:45:23,49.38569920,1.06789830
2025/03/25 - 15:45:24,49.38569102,1.06788933
2025/03/25 - 15:45:25,49.38568210,1.06787877
2025/03/25 - 15:45:26,49.38567217,1.06786980
2025/03/25 - 15:45:27,49.38566194,1.06786067
2025/03/25 - 15:45:28,49.38565356,1.06785463
2025/03/25 - 15:45:29,49.38564467,1.06784835
2025/03/25 - 15:45:30,49.38563637,1.06784298
2025/03/25 - 15:45:31,49.38562875,1.06783452
2025/03/25 - 15:45:32,49.38562158,1.06782722
2025/03/25 - 15:45:33,49.38561517,1.06781507
2025/03/25 - 15:45:34,49.38560888,1.06780333
2025/03/25 - 15:45:35,49.38560000,1.06779428
2025/03/25 - 15:45:36,49.38559044,1.06778372
2025/03/25 - 15:45:37,49.38557854,1.06777475
2025/03/25 - 15:45:38,49.38557229,1.06776478
2025/03/25 - 15:45:39,49.38556446,1.06775858
2025/03/25 - 15:45:40,49.38555683,1.06775220
2025/03/25 - 15:45:41,49.38554795,1.06774458
2025/03/25 - 15:45:42,49.38553856,1.06773980
2025/03/25 - 15:45:43,49.38552842,1.06773536
2025/03/25 - 15:45:44,49.38552129,1.06772974
2025/03/25 - 15:45:45,49.38551132,1.06772195
2025/03/25 - 15:45:46,49.38550323,1.06771650
2025/03/25 - 15:45:47,49.38549195,1.06770845
2025/03/25 - 15:45:48,49.38548269,1.06769990
2025/03/25 - 15:45:49,49.38547167,1.06769496
2025/03/25 - 15:45:50,49.38546195,1.06768875
2025/03/25 - 15:45:51,49.38545319,1.06768448
2025/03/25 - 15:45:52,49.38544380,1.06767534
2025/03/25 - 15:45:53,49.38543160,1.06766872
2025/03/25 - 15:45:54,49.38542062,1.06765782
2025/03/25 - 15:45:55,49.38540990,1.06765095
2025/03/25 - 15:45:56,49.38539921,1.06764768
2025/03/25 - 15:45:57,49.38538697,1.06764718
2025/03/25 - 15:45:58,49.38537457,1.06764785
2025/03/25 - 15:45:59,49.38537494,1.06764710
2025/03/25 - 15:46:00,49.38536857,1.06764676
2025/03/25 - 15:46:01,49.38535684,1.06764726
2025/03/25 - 15:46:02,49.38534347,1.06764290
2025/03/25 - 15:46:03,49.38533165,1.06764031
2025/03/25 - 15:46:04,49.38532033,1.06764215
2025/03/25 - 15:46:05,49.38531166,1.06764249
2025/03/25 - 15:46:06,49.38529925,1.06764290
2025/03/25 - 15:46:07,49.38528752,1.06764542
2025/03/25 - 15:46:08,49.38527583,1.06764500
2025/03/25 - 15:46:09,49.38526501,1.06764525
2025/03/25 - 15:46:10,49.38525248,1.06764668
2025/03/25 - 15:46:11,49.38523882,1.06765070
2025/03/25 - 15:46:12,49.38522872,1.06765397
2025/03/25 - 15:46:13,49.38521933,1.06765933
2025/03/25 - 15:46:14,49.38520974,1.06766042
2025/03/25 - 15:46:15,49.38519808,1.06766260
2025/03/25 - 15:46:16,49.38518840,1.06766478
2025/03/25 - 15:46:17,49.38517675,1.06766721
2025/03/25 - 15:46:18,49.38516523,1.06766839
2025/03/25 - 15:46:19,49.38515395,1.06766880
2025/03/25 - 15:46:20,49.38514272,1.06767199
2025/03/25 - 15:46:21,49.38513149,1.06767417
2025/03/25 - 15:46:22,49.38512097,1.06767417
2025/03/25 - 15:46:23,49.38511192,1.06767098
2025/03/25 - 15:46:24,49.38510358,1.06766453
2025/03/25 - 15:46:25,49.38509365,1.06766554
2025/03/25 - 15:46:26,49.38508623,1.06766386
2025/03/25 - 15:46:27,49.38507952,1.06766822
2025/03/25 - 15:46:28,49.38506846,1.06767291
2025/03/25 - 15:46:29,49.38506066,1.06767132
2025/03/25 - 15:46:30,49.38505299,1.06767015
2025/03/25 - 15:46:31,49.38504692,1.06767040
2025/03/25 - 15:46:32,49.38504692,1.06767040
2025/03/25 - 15:46:33,49.38504692,1.06767040
2025/03/25 - 15:46:34,49.38502810,1.06766839
2025/03/25 - 15:46:35,49.38501737,1.06767023
2025/03/25 - 15:46:36,49.38501067,1.06766822
2025/03/25 - 15:46:37,49.38500601,1.06766327
2025/03/25 - 15:46:38,49.38500601,1.06766327
2025/03/25 - 15:46:39,49.38500601,1.06766327
2025/03/25 - 15:46:40,49.38500601,1.06766327
2025/03/25 - 15:46:41,49.38500601,1.06766327
2025/03/25 - 15:46:42,49.38500748,1.06767417
2025/03/25 - 15:46:43,49.38501159,1.06768540
2025/03/25 - 15:46:44,49.38501725,1.06769823
2025/03/25 - 15:46:45,49.38502366,1.06771281
2025/03/25 - 15:46:46,49.38502932,1.06772630
2025/03/25 - 15:46:47,49.38503263,1.06774139
2025/03/25 - 15:46:48,49.38503426,1.06775246
2025/03/25 - 15:46:49,49.38503149,1.06774852
2025/03/25 - 15:46:50,49.38503149,1.06774852
2025/03/25 - 15:46:51,49.38503149,1.06774852
