Timestamp,UTC,Latitude_GPS,Longitude_GPS,Latitude_Tel,Longitude_Tel,distance,Latitude_corrigée,Longitude_corrigée,time_diff,lat_diff,lon_diff,distance_diff,vitesse,acceleration,z_vitesse,z_acceleration,aberrant_vitesse,aberrant_acceleration,aberrant
1741798863.4337964,2025-03-12 17:01:03+00:00,49.384604333333336,1.0685695,49.38465,1.06854167,5.466114975867789,49.38462716666667,1.068555585,,,,,,,,,False,False,False
1741798864.4840596,2025-03-12 17:01:04+00:00,49.384604333333336,1.0685695,49.38465,1.06854167,5.466114975867789,49.38462716666667,1.068555585,1.0,0.0,0.0,0.0,0.0,,1.280227236635207,,False,False,False
1741798865.5341284,2025-03-12 17:01:05+00:00,49.38460416666667,1.0685691666666666,49.38465,1.06854167,5.474469992245638,49.384627083333335,1.0685554183333332,1.0,-1.6666666624587378e-07,-3.33333333379926e-07,0.030485066906046084,0.030485066906046084,0.030485066906046084,0.3498846556770278,0.9855965373866881,False,False,False
1741798866.5842538,2025-03-12 17:01:06+00:00,49.384604,1.0685691666666666,49.38465,1.06854167,5.491733801083262,49.384627,1.0685554183333332,1.0,-1.6666666624587378e-07,0.0,0.01853619805625231,0.01853619805625231,-0.011948868849793775,0.2890509015831398,0.37400020531482037,False,False,False
1741798867.6364558,2025-03-12 17:01:07+00:00,49.3846035,1.068569,49.38465,1.06854167,5.539227979581188,49.384626749999995,1.068555335,1.0,-5.000000058430487e-07,-1.666666664679184e-07,0.056910039650559525,0.056910039650559525,0.03837384159430722,1.762893275852136,1.238355377193101,False,False,False
1741798868.7455585,2025-03-12 17:01:08+00:00,49.3846035,1.068569,49.38465,1.06854167,5.539227979581188,49.384626749999995,1.068555335,1.0,0.0,0.0,0.0,0.0,-0.056910039650559525,1.280227236635207,1.8145703593655098,False,False,False
1741798869.854114,2025-03-12 17:01:09+00:00,49.384603,1.068569,49.38465,1.06854167,5.59118141760637,49.384626499999996,1.068555335,1.0,-4.999999987376214e-07,0.0,0.055608591692434824,0.055608591692434824,0.055608591692434824,1.6933016361059299,1.790562229499135,False,False,False
1741798870.9629586,2025-03-12 17:01:10+00:00,49.384603,1.0685688333333334,49.38465,1.06854167,5.58689811868104,49.384626499999996,1.0685552516666668,1.0,0.0,-1.66666666689963e-07,0.012101123377706932,0.012101123377706932,-0.04350746831472789,0.6331502533655594,1.385147728458276,False,False,False
1741798872.0722213,2025-03-12 17:01:11+00:00,49.38460283333333,1.0685685,49.38465,1.06854167,5.595773386134116,49.38462641666666,1.068555085,1.0,-1.6666666624587378e-07,-3.33333333379926e-07,0.030485066995139604,0.030485066995139604,0.018383943617432674,0.3498846604410786,0.5978727141501431,False,False,False
1741798873.1804912,2025-03-12 17:01:12+00:00,49.3846025,1.0685681666666669,49.38465,1.06854167,5.622214041901096,49.38462625,1.0685549183333336,1.0,-3.3333333249174757e-07,-3.333333331578814e-07,0.04427314284576448,0.04427314284576448,0.013788075850624876,1.0871671629029338,0.45061965514585783,False,False,False
1741798874.2890515,2025-03-12 17:01:13+00:00,49.38460233333333,1.0685681666666669,49.38465,1.06854167,5.63963482871427,49.38462616666666,1.0685549183333336,1.0,-1.6666666624587378e-07,0.0,0.018536197701407155,0.018536197701407155,-0.025736945144357325,0.28905092055758735,0.8157745372097492,False,False,False
1741798875.3967304,2025-03-12 17:01:15+00:00,49.38460166666667,1.0685675,49.38465,1.06854167,5.693260251666178,49.38462583333333,1.068554585,2.0,-6.666666649834951e-07,-6.666666669818966e-07,0.08854628577751618,0.04427314288875809,0.012868472593675467,1.0871671652019084,0.42115527550593607,False,False,False
1741798876.5055776,2025-03-12 17:01:16+00:00,49.38460166666667,1.0685673333333334,49.38465,1.06854167,5.68928546468758,49.38462583333333,1.0685545016666667,1.0,0.0,-1.666666664679184e-07,0.012101123689026454,0.012101123689026454,-0.03217201919973164,0.633150236718535,1.0219563482741596,False,False,False
1741798877.614618,2025-03-12 17:01:17+00:00,49.384601333333336,1.0685668333333334,49.38465,1.06854167,5.712612034723799,49.384625666666665,1.0685542516666668,1.0,-3.3333333249174757e-07,-5.00000000069889e-07,0.0518873504135075,0.0518873504135075,0.039786226724481046,1.4943176653100663,1.283608644141362,False,False,False
1741798878.723663,2025-03-12 17:01:18+00:00,49.384601333333336,1.0685666666666669,49.38465,1.06854167,5.708753327750121,49.384625666666665,1.0685541683333335,1.0,0.0,-1.666666664679184e-07,0.012101123770886815,0.012101123770886815,-0.03978622664262069,0.6331502323412591,1.265917966568801,False,False,False
1741798879.8326623,2025-03-12 17:01:19+00:00,49.38460116666666,1.0685666666666669,49.38465,1.06854167,5.726330856725486,49.38462558333333,1.0685541683333335,1.0,-1.6666667335130114e-07,0.0,0.018536198052800504,0.018536198052800504,0.006435074281913689,0.2890509017677163,0.21502715579766846,False,False,False
1741798880.9417808,2025-03-12 17:01:20+00:00,49.38460116666666,1.0685665,49.38465,1.06854167,5.722506990650861,49.38462558333333,1.0685540850000002,1.0,0.0,-1.666666669120076e-07,0.01210112384406087,0.01210112384406087,-0.006435074208739634,0.6331502284284615,0.19733647850341918,False,False,False
1741798882.0513084,2025-03-12 17:01:21+00:00,49.38460116666666,1.0685661666666666,49.38465,1.06854167,5.714928454527934,49.38462558333333,1.0685539183333335,1.0,0.0,-3.33333333379926e-07,0.024202247655877872,0.024202247655877872,0.012101123811817003,0.01392677805412484,0.39656917747501846,False,False,False
