Timestamp,UTC,Latitude_1,Longitude_1,Latitude_2,Longitude_2,distance
1741709924.6988964,2025-03-11 16:18:44+00:00,49.38432083333333,1.0688651666666666,49.38421167,1.06939333,40.224443561592125
1741709925.7970972,2025-03-11 16:18:45+00:00,49.3843245,1.0688645,49.38421167,1.06939333,40.39540656692019
1741709926.8953092,2025-03-11 16:18:46+00:00,49.3843285,1.0688651666666666,49.38421167,1.06939333,40.48995929851103
1741709927.9901085,2025-03-11 16:18:47+00:00,49.384333,1.0688676666666663,49.38423167,1.06925333,30.184653936673318
1741709929.0883403,2025-03-11 16:18:48+00:00,49.38433833333333,1.0688703333333334,49.38423667,1.06924667,29.57167264614002
1741709930.186549,2025-03-11 16:18:49+00:00,49.384341166666665,1.0688705,49.38424,1.06925167,29.87539509651915
1741709931.2808444,2025-03-11 16:18:51+00:00,49.3843425,1.0688698333333333,49.38424167,1.06923667,28.8994242515786
1741709932.379182,2025-03-11 16:18:52+00:00,49.38434566666667,1.0688675,49.38424167,1.06923667,29.193374711897548
1741709933.4775436,2025-03-11 16:18:53+00:00,49.38435033333333,1.068863,49.38425167,1.06920333,27.037234002374902
1741709934.5757835,2025-03-11 16:18:54+00:00,49.384353833333336,1.0688576666666667,49.38425667,1.06922,28.440913636902764
1741709935.6741092,2025-03-11 16:18:55+00:00,49.384352666666665,1.0688516666666668,49.38426167,1.069245,30.298988292065278
1741709936.7722225,2025-03-11 16:18:56+00:00,49.3843485,1.0688458333333333,49.38426167,1.06922833,29.4030885273697
1741709937.8682928,2025-03-11 16:18:57+00:00,49.3843455,1.06884,49.38425667,1.06922333,29.53390788490857
1741709938.9665594,2025-03-11 16:18:58+00:00,49.38434266666667,1.0688413333333333,49.384255,1.06925,31.232979653949325
1741709940.0648336,2025-03-11 16:18:59+00:00,49.3843385,1.0688433333333334,49.384255,1.06924333,30.491247911957103
1741709941.1630895,2025-03-11 16:19:00+00:00,49.38432983333333,1.0688473333333333,49.384255,1.06924167,29.816796003617
1741709942.2609174,2025-03-11 16:19:02+00:00,49.38429566666667,1.068857,49.38425,1.06926167,29.81770208456285
1741709943.3591378,2025-03-11 16:19:03+00:00,49.3842725,1.0688591666666667,49.38424,1.06927667,30.52850546633754
1741709944.4554756,2025-03-11 16:19:04+00:00,49.3842445,1.0688598333333332,49.38424,1.0693,31.963219265528675
1741709945.553699,2025-03-11 16:19:05+00:00,49.38421933333333,1.0688608333333334,49.38424833,1.06932,33.49445805645616
1741709946.651472,2025-03-11 16:19:06+00:00,49.3841945,1.0688591666666667,49.38427167,1.069325,34.89483728817325
1741709947.7497156,2025-03-11 16:19:07+00:00,49.38417016666666,1.0688575,49.38429,1.06935,38.16196340348175
1741709948.848061,2025-03-11 16:19:08+00:00,49.38414933333333,1.0688555,49.38430333,1.069375,41.42579620878691
1741709949.9462657,2025-03-11 16:19:09+00:00,49.3841275,1.0688533333333332,49.38431833,1.069385,44.05249734159214
1741709951.0443878,2025-03-11 16:19:10+00:00,49.38410183333333,1.0688531666666667,49.38433167,1.06939333,46.814506802394675
1741709952.1426249,2025-03-11 16:19:11+00:00,49.384079666666665,1.068849,49.38434,1.06938667,48.60384252392549
1741709953.2408924,2025-03-11 16:19:13+00:00,49.38405766666666,1.0688383333333331,49.38436667,1.06937667,52.046733639579706
1741709954.3391497,2025-03-11 16:19:14+00:00,49.38406466666667,1.0688358333333334,49.38438667,1.06937833,53.235620308893104
1741709955.437337,2025-03-11 16:19:15+00:00,49.38407483333333,1.068831,49.384415,1.06938167,55.04453205013395
1741709956.5354688,2025-03-11 16:19:16+00:00,49.38408316666666,1.0688278333333334,49.38442333,1.06936333,54.249316867399
1741709957.6336246,2025-03-11 16:19:17+00:00,49.38409466666667,1.0688233333333332,49.3844,1.06931333,49.182440030837995
1741709958.7333498,2025-03-11 16:19:18+00:00,49.38410916666667,1.068819,49.38435667,1.06919,38.514064841709065
1741709959.8314717,2025-03-11 16:19:19+00:00,49.384127166666666,1.0688158333333333,49.38434167,1.0691,31.54097924229743
1741709960.9295938,2025-03-11 16:19:20+00:00,49.384142,1.0688131666666667,49.38431333,1.06894667,21.378663325569196
1741709962.025784,2025-03-11 16:19:21+00:00,49.3841515,1.0688098333333331,49.38428833,1.06884,15.37466562454638
1741709963.1239183,2025-03-11 16:19:22+00:00,49.3841595,1.0688061666666666,49.38425167,1.06875833,10.823328745371727
1741709964.2221746,2025-03-11 16:19:23+00:00,49.38416983333333,1.068798666666667,49.38424833,1.06868833,11.8488869488082
1741709965.316461,2025-03-11 16:19:25+00:00,49.384195,1.0687851666666666,49.384225,1.06863833,11.171308835039605
1741709966.4146624,2025-03-11 16:19:26+00:00,49.38421,1.0687786666666663,49.38422667,1.06862,11.668588623047558
1741709967.5128129,2025-03-11 16:19:27+00:00,49.38422366666666,1.0687726666666666,49.38421167,1.06860667,12.126197029171683
1741709968.6110134,2025-03-11 16:19:28+00:00,49.38423516666666,1.068769,49.38419667,1.06858667,13.913619356042158
1741709969.7073848,2025-03-11 16:19:29+00:00,49.384243,1.0687681666666666,49.38417333,1.06856333,16.770054743767375
1741709970.7988703,2025-03-11 16:19:30+00:00,49.3842405,1.0687705,49.38417833,1.06855167,17.327955730193768
1741709971.8937032,2025-03-11 16:19:31+00:00,49.38423516666666,1.0687731666666669,49.38416833,1.06852667,19.379743972779835
1741709972.9918272,2025-03-11 16:19:32+00:00,49.38423216666666,1.0687766666666667,49.38416833,1.06850667,20.849766556674822
