Timestamp,UTC,Latitude_GPS,Longitude_GPS,Latitude_Tel,Longitude_Tel,distance,Latitude_corrigée,Longitude_corrigée,time_diff,lat_diff,lon_diff,distance_diff,vitesse,acceleration,aberrant_vitesse,aberrant_acceleration,aberrant,limite_basse_vitesse,limite_haute_vitesse,limite_basse_acceleration,limite_haute_acceleration
1742917257.2266736,2025-03-25 15:40:57,49.3857465,1.0681706666666666,49.38576667,1.06825833,6.748544469080128,49.385756585,1.0682144983333333,1.0,-4.999999987376214e-07,-1.0833333333293282e-05,0.7885180467019504,0.7885180467019504,-0.2355371027915727,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917258.2113495,2025-03-25 15:40:58,49.38575083333333,1.0681511666666668,49.38577667,1.06824167,7.171813052847498,49.385763751666666,1.0681964183333332,1.0,4.333333329498146e-06,-1.949999999983909e-05,1.495577740805043,1.495577740805043,0.7070596941030927,False,True,True,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917259.2655544,2025-03-25 15:40:59,49.385755,1.0681333333333334,49.38578167,1.068225,7.28651329408031,49.385768335,1.0681791666666667,1.0,4.166666670357699e-06,-1.783333333338355e-05,1.375218281035885,1.375218281035885,-0.12035945976915796,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917260.2545187,2025-03-25 15:41:00,49.385757,1.068121833333333,49.38578167,1.06821,6.964569961732815,49.385769335,1.0681659166666666,1.0,1.9999999949504854e-06,-1.1500000000275179e-05,0.8640786347508741,0.8640786347508741,-0.511139646285011,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917261.243061,2025-03-25 15:41:01,49.38575733333333,1.068111,49.38578,1.06818833,6.154525625516162,49.385768666666664,1.068149665,1.0,3.3333333249174757e-07,-1.0833333333071238e-05,0.7874277711149887,0.7874277711149887,-0.07665086363588536,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917262.2245643,2025-03-25 15:41:02,49.38575616666667,1.0681001666666667,49.38577167,1.068165,5.0130800991618605,49.38576391833333,1.0681325833333335,1.0,-1.1666666637211165e-06,-1.0833333333293282e-05,0.7971851032580418,0.7971851032580418,0.009757332143053077,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917263.2131605,2025-03-25 15:41:03,49.3857545,1.0680848333333333,49.38576,1.06814,4.051817286844158,49.38575725,1.0681124166666667,1.0,-1.6666666695641652e-06,-1.5333333333478194e-05,1.1286033210324775,1.1286033210324775,0.3314182177744357,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917264.2579415,2025-03-25 15:41:04,49.38574883333333,1.0680721666666666,49.38575833,1.06812333,3.861950137792307,49.38575358166666,1.0680977483333334,1.0,-5.666666666570563e-06,-1.266666666666083e-05,1.1148868346797216,1.1148868346797216,-0.013716486352755908,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917265.239957,2025-03-25 15:41:05,49.38574416666667,1.0680608333333332,49.38574667,1.06811167,3.7014846194428213,49.385745418333336,1.0680862516666667,1.0,-4.666666661989893e-06,-1.1333333333363171e-05,0.9728665192130125,0.9728665192130125,-0.14202031546670912,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
1742917266.227948,2025-03-25 15:41:06,49.38574416666667,1.0680481666666666,49.38574667,1.068105,4.135769237842317,49.385745418333336,1.0680765833333332,1.0,0.0,-1.266666666666083e-05,0.9196640774715094,0.9196640774715094,-0.053202441741503126,False,False,False,0.06358133466849114,2.0996176019189248,-0.6268230396091082,0.6325654961275641
